id,match_x,match_y
mdp.39015060405662,476.412306662281,127.154154767138
mdp.39015060441253,440.04399,156.5753675
mdp.39015062302768,479.014297142857,112.132809142857
mdp.39015065864137,477.450583,102.1775434
mdp.39015065864145,477.450583,102.1775434
mdp.39015065864293,477.450583,102.1775434
mdp.39015065865738,477.450583,102.1775434
mdp.39015065865746,477.450583,102.1775434
mdp.39015066914600,480.911657,96.0678701333333
nnc2.ark+=13960=t2z32h30c,355.591053,179.264177
nnc2.ark+=13960=t3jw94j18,418.690085833333,162.408373333333
nnc2.ark+=13960=t41r7gq71,405.149091,162.0499585
nnc2.ark+=13960=t54f2jh1g,418.690085833333,162.408373333333
nnc2.ark+=13960=t59c7n281,331.62677728137,128.752883905278
nnc2.ark+=13960=t5gb25094,490.54628477193,65.8144416298246
nnc2.ark+=13960=t5r79162w,355.591053,179.264177
nnc2.ark+=13960=t6c25k79z,373.7988609,169.1192169
nnc2.ark+=13960=t6k07rz7d,345.921194666667,148.747596
nnc2.ark+=13960=t6xw53d5q,355.591053,179.264177
nnc2.ark+=13960=t79s2j49z,418.690085833333,162.408373333333
nnc2.ark+=13960=t8df7f57v,330.990405,111.922885
nnc2.ark+=13960=t8nc6qm54,386.78114625,185.884638125
nnc2.ark+=13960=t94752x74,455.91055,175.20895
nnc2.ark+=13960=t99607673,405.149091,162.0499585
uc2.ark+=13960=t00002d7c,486.112615535714,44.7346468392857
uc2.ark+=13960=t00006243,486.00742,40.889866
uc2.ark+=13960=t00007v0w,460.436632916667,149.991809958333
uc2.ark+=13960=t0000866p,489.45688,137.7288525
uc2.ark+=13960=t0000bc58,476.303576671572,94.5194084680454
uc2.ark+=13960=t00z7897t,441.85303,180.12437
uc2.ark+=13960=t00z7bv9s,470.723196666667,118.132187333333
uc2.ark+=13960=t01z42w93,476.303576671572,94.5194084680454
uc2.ark+=13960=t01z4b65h,96.6680917777778,121.275842888889
uc2.ark+=13960=t01z4jf4n,485.942505,79.972638
uc2.ark+=13960=t04x55d0p,124.60064,177.052235
uc2.ark+=13960=t04x5725f,477.450583,102.1775434
uc2.ark+=13960=t04x5h23s,484.517685,38.6624395
uc2.ark+=13960=t04x5hw5h,477.450583,102.1775434
uc2.ark+=13960=t05x26n0d,461.66135,165.37811
uc2.ark+=13960=t05x27r5k,477.450583,102.1775434
uc2.ark+=13960=t05x29c21,460.436632916667,149.991809958333
uc2.ark+=13960=t05x2dz8s,455.91055,175.20895
uc2.ark+=13960=t07w6995c,477.450583,102.1775434
uc2.ark+=13960=t08w39r6v,460.809376666667,165.651185555556
uc2.ark+=13960=t08w3b593,484.02557,44.95025
uc2.ark+=13960=t08w3c78x,418.690085833333,162.408373333333
uc2.ark+=13960=t09w0bs9b,482.200714298246,60.5237433245614
uc2.ark+=13960=t09w0ch8p,485.30353,128.51244
uc2.ark+=13960=t09w0cv85,488.0894656,108.8015904
uc2.ark+=13960=t09w0g207,482.753497147051,127.326241025193
uc2.ark+=13960=t0bv7dt8r,473.80191,127.8980125
uc2.ark+=13960=t0bv7f448,475.137111359259,94.9653543225926
uc2.ark+=13960=t0cv4dn2s,483.696611679487,124.954529267308
uc2.ark+=13960=t0cv4dx0d,485.430906754167,119.450479445208
uc2.ark+=13960=t0cv4hn1j,484.98404,35.7338325
uc2.ark+=13960=t0dv1fj40,487.85944,41.263683
uc2.ark+=13960=t0dv1m328,485.942506666667,88.7794373333333
uc2.ark+=13960=t0ft8h72f,486.614931,72.8617811
uc2.ark+=13960=t0ft8nq0d,477.91891047619,102.418998095238
uc2.ark+=13960=t0gt5hg37,220.12779,192.41293
uc2.ark+=13960=t0gt5hj2n,498.136144887218,132.330840639098
uc2.ark+=13960=t0gt5hj53,476.303576671572,94.5194084680454
uc2.ark+=13960=t0ht2h954,345.921194666667,148.747596
uc2.ark+=13960=t0ht2hf6d,124.60064,177.052235
uc2.ark+=13960=t0ht2j35v,355.591053,179.264177
uc2.ark+=13960=t0ht2qj5r,480.191696,133.4278594
uc2.ark+=13960=t0js9jz65,135.907227777778,113.341752777778
uc2.ark+=13960=t0js9kr3f,447.550630598958,159.720378619792
uc2.ark+=13960=t0js9wj9c,477.450583,102.1775434
uc2.ark+=13960=t0ks6mf8d,493.29074,136.5
uc2.ark+=13960=t0ks71v46,446.96484,164.14925
uc2.ark+=13960=t0ms3p51f,452.928644166667,154.113598333333
uc2.ark+=13960=t0ms3p54w,448.88177,162.9204
uc2.ark+=13960=t0ms3wb72,486.112615535714,44.7346468392857
uc2.ark+=13960=t0ns0z70b,482.614754706125,67.9732083081481
uc2.ark+=13960=t0pr7n923,485.443785238095,46.3648855238095
uc2.ark+=13960=t0pr7nx3n,177.954935,171.0751296
uc2.ark+=13960=t0pr7qg25,457.82749,151.24627
uc2.ark+=13960=t0qr4qb12,291.373798333333,67.6840796666667
uc2.ark+=13960=t0qr4qp40,405.149091,162.0499585
uc2.ark+=13960=t0qr4rn1h,475.137111359259,94.9653543225926
uc2.ark+=13960=t0rr1sd6c,486.260327148325,90.1608912623206
uc2.ark+=13960=t0rr1sz14,480.191696,133.4278594
uc2.ark+=13960=t0sq8tq30,477.450583,102.1775434
uc2.ark+=13960=t0tq63653,492.32568,29.519371
uc2.ark+=13960=t0vq2z41d,476.251321666667,91.23715
uc2.ark+=13960=t0wp9w26q,464.43025,150.222223333333
uc2.ark+=13960=t0wp9wj7g,485.797275,41.054003
uc2.ark+=13960=t0wp9x83c,480.191696,133.4278594
uc2.ark+=13960=t0xp6wt8q,477.450583,102.1775434
uc2.ark+=13960=t0xp6xg56,484.831911875,92.019144
uc2.ark+=13960=t0xp6z55k,483.56729691312,63.4939973369194
uc2.ark+=13960=t0zp3xw48,486.112615535714,44.7346468392857
uc2.ark+=13960=t0zp4001c,486.93,38.386612
uc2.ark+=13960=t0zp4810n,475.137111359259,94.9653543225926
uc2.ark+=13960=t10p0xx64,487.85944,41.263683
uc2.ark+=13960=t12n59n68,482.7476,13
uc2.ark+=13960=t14m96p7r,440.04399,156.5753675
uc2.ark+=13960=t15m63g4j,345.921194666667,148.747596
uc2.ark+=13960=t15m65747,192.090958333333,38.8517916666667
uc2.ark+=13960=t17m0570n,448.88177,162.9204
uc2.ark+=13960=t17m06c2t,108.94569,167.83582
uc2.ark+=13960=t17m06g7k,484.02557,60.925373
uc2.ark+=13960=t18k77d7q,494.146241607236,117.521907956583
uc2.ark+=13960=t18k7cj94,479.291809444444,96.2208401111111
uc2.ark+=13960=t19k48s0v,476.303576671572,94.5194084680454
uc2.ark+=13960=t1bk18m4q,448.88177,162.9204
uc2.ark+=13960=t1bk19b51,106.848795883636,91.8219869603636
uc2.ark+=13960=t1dj5c65v,482.753497147051,127.326241025193
uc2.ark+=13960=t1fj2f59b,486.58148,47.40796
uc2.ark+=13960=t1fj2j55n,486.3146925,61.27794125
uc2.ark+=13960=t1gh9bs2d,485.9425,47.40796
uc2.ark+=13960=t1gh9db1x,485.197025,40.854064
uc2.ark+=13960=t1hh6df7b,455.91055,175.20895
uc2.ark+=13960=t1hh6f67m,486.112615535714,44.7346468392857
uc2.ark+=13960=t1jh3f62c,270.60703,43.721394
uc2.ark+=13960=t1jh3fs9c,498.739580310697,129.190362674948
uc2.ark+=13960=t1jh3gq30,477.450583,102.1775434
uc2.ark+=13960=t1jh3kn4t,483.70608,106.597845833333
uc2.ark+=13960=t1jh3mp36,446.96484,164.14925
uc2.ark+=13960=t1kh0fd9m,188.503134916667,174.775261020833
uc2.ark+=13960=t1kh0gv10,106.848795883636,91.8219869603636
uc2.ark+=13960=t1kh0h092,477.450583,102.1775434
uc2.ark+=13960=t1kh0h35g,448.88177,162.9204
uc2.ark+=13960=t1kh0hd9f,484.02557,60.925373
uc2.ark+=13960=t1kh0mb4c,486.58148,44.95025
uc2.ark+=13960=t1kh0vp0t,418.690085833333,162.408373333333
uc2.ark+=13960=t1mg7h93t,485.942506666667,88.7794373333333
uc2.ark+=13960=t1ng4js1q,457.025465,72.25719975
uc2.ark+=13960=t1ng4sj8v,498.739580310697,129.190362674948
uc2.ark+=13960=t1rf5z79b,107.72035,116.4960055
uc2.ark+=13960=t1sf2p02p,446.96484,164.14925
uc2.ark+=13960=t1sf2p52x,441.85303,180.12437
uc2.ark+=13960=t1tf03p7k,475.137111359259,94.9653543225926
uc2.ark+=13960=t1vd6qc4s,484.714353662229,48.559997874359
uc2.ark+=13960=t1vd6qj5h,498.739580310697,129.190362674948
uc2.ark+=13960=t1xd0sp7f,135.907227777778,113.341752777778
uc2.ark+=13960=t1xd0ss88,448.88177,162.9204
uc2.ark+=13960=t21c1w21z,291.373798333333,67.6840796666667
uc2.ark+=13960=t21c29632,447.550630598958,159.720378619792
uc2.ark+=13960=t23b5xx8r,484.02557,44.95025
uc2.ark+=13960=t23b5zg7v,486.3146925,61.27794125
uc2.ark+=13960=t24b2zf06,498.739580310697,129.190362674948
uc2.ark+=13960=t24b30n91,477.450583,102.1775434
uc2.ark+=13960=t25b00g51,291.373798333333,67.6840796666667
uc2.ark+=13960=t25b09h0s,494.753929699248,50.7545867218045
uc2.ark+=13960=t28913m6h,477.450583,102.1775434
uc2.ark+=13960=t28914s3q,476.251321666667,91.23715
uc2.ark+=13960=t29889z82,446.96484,164.14925
uc2.ark+=13960=t2d797f8g,106.848795883636,91.8219869603636
uc2.ark+=13960=t2f76ct5s,107.72035,116.4960055
uc2.ark+=13960=t2f76kd7v,497.994320972222,126.071793861111
uc2.ark+=13960=t2g73b246,460.809376666667,165.651185555556
uc2.ark+=13960=t2h70941d,455.91055,175.20895
uc2.ark+=13960=t2h709v1t,419.32907,187.8047275
uc2.ark+=13960=t2j67n85w,477.450583,102.1775434
uc2.ark+=13960=t2k64nw4n,484.02557,44.95025
uc2.ark+=13960=t2n58kx04,448.88177,162.9204
uc2.ark+=13960=t2p55ft85,440.04399,156.5753675
uc2.ark+=13960=t2p55gv24,419.32907,187.8047275
uc2.ark+=13960=t2q52k265,142.044896666667,62.2967393333333
uc2.ark+=13960=t2r49hh2v,498.136144887218,132.330840639098
uc2.ark+=13960=t2r49j30x,477.450583,102.1775434
uc2.ark+=13960=t2s46pf9k,460.436632916667,149.991809958333
uc2.ark+=13960=t2t43kt8z,487.22046,155.54726
uc2.ark+=13960=t2t43w55q,484.02557,44.95025
uc2.ark+=13960=t2w37mc2f,485.250277083333,120.422469333333
uc2.ark+=13960=t2w37nz0h,477.450583,102.1775434
uc2.ark+=13960=t2z31rz3j,477.450583,102.1775434
uc2.ark+=13960=t3028qw0p,330.990405,111.922885
uc2.ark+=13960=t3125r08g,475.137111359259,94.9653543225926
uc2.ark+=13960=t3125rr5w,291.373798333333,67.6840796666667
uc2.ark+=13960=t3125ss48,431.805116666667,226.820906666667
uc2.ark+=13960=t3125t69g,96.6680917777778,121.275842888889
uc2.ark+=13960=t3125td38,485.797275,41.054003
uc2.ark+=13960=t3126236z,478.374386488095,118.954400690476
uc2.ark+=13960=t32231r9p,96.6680917777778,121.275842888889
uc2.ark+=13960=t3319vx55,485.97496,44.148913
uc2.ark+=13960=t3320119f,448.88177,162.9204
uc2.ark+=13960=t3417324x,464.43025,150.222223333333
uc2.ark+=13960=t3513xn0b,484.02557,44.95025
uc2.ark+=13960=t3513zp06,482.200714298246,60.5237433245614
uc2.ark+=13960=t3610zc9p,476.303576671572,94.5194084680454
uc2.ark+=13960=t3610zp2b,460.436632916667,149.991809958333
uc2.ark+=13960=t3707z64n,408.937294829613,185.209089207589
uc2.ark+=13960=t38050f8p,491.05432,129.74129
uc2.ark+=13960=t39021j0r,489.1374,31.432837
uc2.ark+=13960=t39z9120s,483.56729691312,63.4939973369194
uc2.ark+=13960=t3bz6269h,257.50799,50.480101
uc2.ark+=13960=t3bz6393c,476.303576671572,94.5194084680454
uc2.ark+=13960=t3bz68614,448.88177,162.9204
uc2.ark+=13960=t3bz6bw1x,476.303576671572,94.5194084680454
uc2.ark+=13960=t3cz34f28,448.88177,162.9204
uc2.ark+=13960=t3cz35g1n,455.91055,175.20895
uc2.ark+=13960=t3dz05509,452.928644166667,154.113598333333
uc2.ark+=13960=t3dz05t95,447.550630598958,159.720378619792
uc2.ark+=13960=t3dz0dc6s,476.251321666667,91.23715
uc2.ark+=13960=t3dz0dk50,482.733776212867,59.5564393561158
uc2.ark+=13960=t3fx74332,461.34186625,142.1834565
uc2.ark+=13960=t3gx4665c,291.373798333333,67.6840796666667
uc2.ark+=13960=t3gx4b93d,482.200714298246,60.5237433245614
uc2.ark+=13960=t3hx18192,487.85944,41.263683
uc2.ark+=13960=t3hx1h132,464.43025,150.222223333333
uc2.ark+=13960=t3jw87w9g,331.62677728137,128.752883905278
uc2.ark+=13960=t3jw88r6n,485.623015,52.9378115
uc2.ark+=13960=t3jw88x00,492.32568,29.519371
uc2.ark+=13960=t3jw89p5p,476.303576671572,94.5194084680454
uc2.ark+=13960=t3kw5b33p,487.85944,41.263683
uc2.ark+=13960=t3mw2hs89,455.91055,175.20895
uc2.ark+=13960=t3mw2r724,331.62677728137,128.752883905278
uc2.ark+=13960=t3nv9b76q,184.98402,185.0398
uc2.ark+=13960=t3nv9bc6h,487.85944,41.263683
uc2.ark+=13960=t3pv6cc9j,479.552726666667,103.935322666667
uc2.ark+=13960=t3pv6db81,480.19168,53.55224
uc2.ark+=13960=t3pv6f01k,441.85303,180.12437
uc2.ark+=13960=t3pv6j480,484.66455,46.179105
uc2.ark+=13960=t3qv3mf81,476.303576671572,94.5194084680454
uc2.ark+=13960=t3rv0fg6m,355.591053,179.264177
uc2.ark+=13960=t3st7gq2v,405.149091,162.0499585
uc2.ark+=13960=t3st7r70x,484.02557,44.95025
uc2.ark+=13960=t3st7vj5m,249.52077,38.80597
uc2.ark+=13960=t3tt4ss72,457.025465,72.25719975
uc2.ark+=13960=t3tt4v12m,486.75574,42.897286
uc2.ark+=13960=t3ws8pv04,457.844295657895,152.111317092105
uc2.ark+=13960=t3ws8qf62,107.72035,116.4960055
uc2.ark+=13960=t3zs2pd71,476.303576671572,94.5194084680454
uc2.ark+=13960=t3zs2x35x,475.137111359259,94.9653543225926
uc2.ark+=13960=t41r6qd1m,485.942506666667,88.7794373333333
uc2.ark+=13960=t41r71p76,477.450583,102.1775434
uc2.ark+=13960=t42r3s848,457.844295657895,152.111317092105
uc2.ark+=13960=t42r3sz1s,453.662405,96.77594975
uc2.ark+=13960=t43r0st6k,479.90466,90.845433
uc2.ark+=13960=t45q4tt59,486.28329,120.565837466667
uc2.ark+=13960=t47p8wh8b,486.5608155,52.12140955
uc2.ark+=13960=t47p8x14j,452.928644166667,154.113598333333
uc2.ark+=13960=t48p5wf74,331.62677728137,128.752883905278
uc2.ark+=13960=t48p62227,457.025465,72.25719975
uc2.ark+=13960=t49p30t6c,477.450583,102.1775434
uc2.ark+=13960=t49p31638,498.739580310697,129.190362674948
uc2.ark+=13960=t4bp00701,475.137111359259,94.9653543225926
uc2.ark+=13960=t4cn6zs20,485.834151666667,41.223756
uc2.ark+=13960=t4cn70z1j,484.02557,44.95025
uc2.ark+=13960=t4cn71j03,446.96484,164.14925
uc2.ark+=13960=t4cn71p78,493.29074,136.5
uc2.ark+=13960=t4cn74f2z,476.55243025,113.8163979
uc2.ark+=13960=t4dn4208c,485.623015,52.9378115
uc2.ark+=13960=t4dn42k42,477.450583,102.1775434
uc2.ark+=13960=t4dn4315s,476.303576671572,94.5194084680454
uc2.ark+=13960=t4dn43c77,477.450583,102.1775434
uc2.ark+=13960=t4fn11f60,188.503134916667,174.775261020833
uc2.ark+=13960=t4fn12s8v,446.96484,164.14925
uc2.ark+=13960=t4fn12w9p,490.874116333333,106.175999833333
uc2.ark+=13960=t4gm82m1v,457.025465,72.25719975
