"id","id2","full_call","short_call","main","topic","class","subclass","matched_class","matched_subclass","matched_lowtopic","matched_hightopic","match_x","match_y","multimatch"
"uc2.ark+=13960=t1jh3kn4t","12024512","PN4168.P4;PN4168.P4","PN4168","PN","4168","P","N","P","N","4001","4355","483.70608","106.597845833333","0"
"uc2.ark+=13960=t1jh3mp36","6010729","LB1131.T7 1893;LB1131.T7 1893","LB1131","LB","1131","L","B","L","B","1101","1139","446.96484","164.14925","0"
"uc2.ark+=13960=t1kh0fd9m","12017498","TX165.F8","TX165","TX","165","T","X","T","","","","188.503134916667","174.775261020833","0"
"uc2.ark+=13960=t1kh0gv10","16012253","GT3930.W4;GT3930.W4","GT3930","GT","3930","G","T","G","","","","106.848795883636","91.8219869603636","0"
"uc2.ark+=13960=t1kh0h092","14014107","LD9211913;LD921 1913","LD921","LD","921","L","D","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t1kh0h35g","30012959","BL51.T8;BL51.T8","BL51","BL","51","B","L","B","L","51","65","448.88177","162.9204","0"
"uc2.ark+=13960=t1kh0hd9f","17018372","BL1801.S3;BL1801.S3","BL1801","BL","1801","B","L","B","L","1750","2350","484.02557","60.925373","0"
"uc2.ark+=13960=t1kh0hv1d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1kh0mb4c","15022739","D511.S2;D511.S2","D511","D","511","D","","D","","511","511","486.58148","44.95025","0"
"uc2.ark+=13960=t1kh0vp0t","9035118","RC382.B55;RC382.B55","RC382","RC","382","R","C","R","C","346","429","418.690085833333","162.408373333333","0"
"uc2.ark+=13960=t1mg7h92b","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1mg7h93t","8027149","JC223.G8M8;JC223.G8M8","JC223","JC","223","J","C","J","C","11","605","485.942506666667","88.7794373333333","0"
"uc2.ark+=13960=t1mg7j06n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1mg7j76s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1mg7jw5t","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1mg7pb59","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1ng4js1q","3002131","B808.F6;Microfilm 27794 B","B808","B","808","B","","B","","808","849","457.025465","72.25719975","0"
"uc2.ark+=13960=t1ng4kj9v","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1ng4sj8v","17027888","Z5055.U5C6 1916;Z5055.U5C6 1916","Z5055","Z","5055","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t1ng4vx6n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1qf8mv2q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1qf8pm9s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1qf90j90","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1rf5mr7z","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1rf5pc2f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1rf5tw77","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1rf5z79b","9032861","BC71.H9;BC71.H9","BC71","BC","71","B","C","B","C","1","199","107.72035","116.4960055","0"
"uc2.ark+=13960=t1rf61f78","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1sf2p02p","9005041","LB1117.M25;Microfilm 86397 LB","LB1117","LB","1117","L","B","L","B","1101","1139","446.96484","164.14925","0"
"uc2.ark+=13960=t1sf2p52x","85665423","BF1261.B88x 1893","BF1261","BF","1261","B","F","B","F","1001","1389","441.85303","180.12437","0"
"uc2.ark+=13960=t1td9pw8v","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1td9qr8g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1tf03p7k","42040557","B1653.F4 1898;B1653.F4 1898","B1653","B","1653","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t1vd6qc4s","22018831","PN218.P6;PN218.P6","PN218","PN","218","P","N","P","N","172","239","484.714353662229","48.559997874359","0"
"uc2.ark+=13960=t1vd6qj5h","2010384","Z6945.B75;Z6945.B75","Z6945","Z","6945","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t1vd6rh3h","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1wd3s84f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1xd0sp7f","8034678","AS3 1904a;AS3 1904a","AS3","AS","3","A","S","A","S","2.5","4","135.907227777778","113.341752777778","0"
"uc2.ark+=13960=t1xd0ss88","19019948","BL51.W3;BL51.W3","BL51","BL","51","B","L","B","L","51","65","448.88177","162.9204","0"
"uc2.ark+=13960=t1xd0tg94","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1xd0xn5p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1zc7w08t","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1zc80k1p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t1zc8117t","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t20c4tv2r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t20c4vx5h","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t21c1w21z","a16000878","QL1.C15 vol. 16, no. 17","QL1","QL","1","Q","L","Q","L","1","991","291.373798333333","67.6840796666667","0"
"uc2.ark+=13960=t21c22c2x","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t21c2962k","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t21c29632","5033903","BF639.K5;BF639.K5","BF639","BF","639","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t22b8wh2w","a13001347","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t22b9900j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t23b5xx8r","18017423","LB1042.C3;LB1042.C3","LB1042","LB","1042","L","B","L","B","1025","1050.75","484.02557","44.95025","0"
"uc2.ark+=13960=t23b5zg7v","9028780","BL350.W3;BL350.W3","BL350","BL","350","B","L","B","L","1","2790","486.3146925","61.27794125","0"
"uc2.ark+=13960=t24b2zf06","22003027","Z7407.G7B8;Z7407.G7B8","Z7407","Z","7407","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t24b30n91","6004192","LB675.D65W5;LB675.D65W5","LB675","LB","675","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t25b00g51","a11002359","QL1.C15 vol. 4, no. 6;QL1.C15 vol. 4, no. 6","QL1","QL","1","Q","L","Q","L","1","991","291.373798333333","67.6840796666667","0"
"uc2.ark+=13960=t25b00w9b","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t25b0232g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t25b06t8f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t25b09h0s","11015798","PR21.B3;PR21.B3","PR21","PR","21","P","R","P","R","1","56","494.753929699248","50.7545867218045","0"
"uc2.ark+=13960=t26972z86","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2794br61","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t28913m6h","17011120","LB1091.B7;LB1091.B7","LB1091","LB","1091","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t2891477g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t28914s3q","22020127","PE1505.B25;PE1505.B25","PE1505","PE","1505","P","E","P","E","1001","1693","476.251321666667","91.23715","0"
"uc2.ark+=13960=t28915710","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2891gz71","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t29884n03","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t29889z82","21000334","LB1131.R8;LB1131.R8","LB1131","LB","1131","L","B","L","B","1101","1139","446.96484","164.14925","0"
"uc2.ark+=13960=t2c826886","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2d796d4p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2d79772w","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2d797f8g","1018892","GR145.A7C2 vol. 3;Microfilm 35472 GR","GR145","GR","145","G","R","G","","","","106.848795883636","91.8219869603636","0"
"uc2.ark+=13960=t2d798p05","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2d79c820","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2f76ct5s","13005556","BC91.M4;BC91.M4","BC91","BC","91","B","C","B","C","1","199","107.72035","116.4960055","0"
"uc2.ark+=13960=t2f76kd7v","22017052","HC56.C35 no. 5;HC56.C35 no. 5","HC56","HC","56","H","C","H","C","10","1085","497.994320972222","126.071793861111","0"
"uc2.ark+=13960=t2g73865n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2g739t8k","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2g73b246","22019612","HF5549.E33;HF5549.E33","HF5549","HF","5549","H","F","H","F","5001","6182","460.809376666667","165.651185555556","0"
"uc2.ark+=13960=t2g73gv3p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2h70941d","11009048","BF21.A7 no. 16;BF21.A7 no. 16","BF21","BF","21","B","F","B","F","21","21","455.91055","175.20895","0"
"uc2.ark+=13960=t2h709v1t","6000702","RJ206.M53;RJ206.M53","RJ206","RJ","206","R","J","R","J","1","570","419.32907","187.8047275","0"
"uc2.ark+=13960=t2h70bs4s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2j67n85w","4003765","LC189.V5;LC189.V5","LC189","LC","189","L","C","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t2j67qg5d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2k64dp04","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2k64dv0c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2k64f913","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2k64m29w","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2k64nw4n","6029186","LB1025.J57;LB1025.J57","LB1025","LB","1025","L","B","L","B","1025","1050.75","484.02557","44.95025","0"
"uc2.ark+=13960=t2m61d92b","a14001251","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2m61fv4w","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2n58g15n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2n58gb65","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2n58h46w","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2n58j74p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2n58kx04","13010006","BL51.F3;BL51.F3","BL51","BL","51","B","L","B","L","51","65","448.88177","162.9204","0"
"uc2.ark+=13960=t2p55ft85","21011647","BF1.P8 vol. 30, no. 2;BF1.P8 vol. XXX, no. 2","BF1","BF","1","B","F","B","F","1","1","440.04399","156.5753675","0"
"uc2.ark+=13960=t2p55gv24","6000702","RJ206.M53;RJ206.M53","RJ206","RJ","206","R","J","R","J","1","570","419.32907","187.8047275","0"
"uc2.ark+=13960=t2p55hh3j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2p55kw39","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2q52gm5m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2q52k265","20004042","PR1149.B4;PR1149.B4","PR1149","PR","1149","P","R","P","R","1098","1369","142.044896666667","62.2967393333333","0"
"uc2.ark+=13960=t2r49hh2v","19013473","HB171.5.L34;HB171.5.L34","HB171","HB","171","H","B","H","B","1","3840","498.136144887218","132.330840639098","0"
"uc2.ark+=13960=t2r49j30x","22013365","LC1046.N5B8;LC1046.N5B8","LC1046","LC","1046","L","C","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t2r49jh3r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2r49wz9m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2s46jx58","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2s46m684","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2s46pf9k","17009835","HV6080.H4;HV6080.H4 1917","HV6080","HV","6080","H","V","H","V","6001","7220.5","460.436632916667","149.991809958333","0"
"uc2.ark+=13960=t2t43kt8z","10029111","HF5821.S7;HF5821.S7","HF5821","HF","5821","H","F","H","F","5801","6182","487.22046","155.54726","0"
"uc2.ark+=13960=t2t43m96p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2t43q06w","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2t43w55q","11032211","LB1025.G88;LB1025.G88","LB1025","LB","1025","L","B","L","B","1025","1050.75","484.02557","44.95025","0"
"uc2.ark+=13960=t2v40mp8r","agr03001102","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2v40mw8f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2w37mc2f","16006214","JX1416.U65;JX1416.U65","JX1416","JX","1416","J","X","J","X","1","6650","485.250277083333","120.422469333333","0"
"uc2.ark+=13960=t2w37nz0h","17020037","LC2731.F4;LC2731.F4","LC2731","LC","2731","L","C","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t2w37pb4s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2x34p429","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2x34qp1d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2x34qx6z","4006947","ML60.H93;ML60.H93","ML60","ML","60","M","L","","","","","-","-","0"
"uc2.ark+=13960=t2x34tm08","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t2z31rz3j","6031552","LB675.H4B8;LB675.H4B8","LB675","LB","675","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t3028qw0p","14007937","QL750.B5 vol. 2, no. 4;QL750.B5 vol. 2, no. 4","QL750","QL","750","Q","L","Q","L","750","750","330.990405","111.922885","0"
"uc2.ark+=13960=t3028r87d","sg22000138","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3125r08g","8013241","B1653.E65 1880;B1653.E65 1880","B1653","B","1653","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t3125rr5w","17025801","QL47.P4;QL47.P4","QL47","QL","47","Q","L","Q","L","1","991","291.373798333333","67.6840796666667","0"
"uc2.ark+=13960=t3125ss48","5008900","Z675.S3W24;Z675.S3W24","Z675","Z","675","Z","","Z","","675","675","431.805116666667","226.820906666667","0"
"uc2.ark+=13960=t3125st8n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3125t69g","22018874","HD4901.W3;HD4901.W3","HD4901","HD","4901","H","D","H","D","4801","8943","96.6680917777778","121.275842888889","0"
"uc2.ark+=13960=t3125t79x","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3125tb79","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3125td38","99002676","BJ47.N3;BJ47.N3","BJ47","BJ","47","B","J","B","J","1","1725","485.797275","41.054003","0"
"uc2.ark+=13960=t3125th7j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3126236z","4018166","HN15.M74;Microfilm 43941 HN","HN15","HN","15","H","N","H","N","1","995","478.374386488095","118.954400690476","0"
"uc2.ark+=13960=t3222xx8t","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t32231r9p","18008128","HD5324.N3;HD5324.N3","HD5324","HD","5324","H","D","H","D","4801","8943","96.6680917777778","121.275842888889","0"
"uc2.ark+=13960=t32232h9z","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t32233p7n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3319vf4d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3319vk9m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3319vx55","13001665","PR447.E5;PR447.E5","PR447","PR","447","P","R","P","R","441","449","485.97496","44.148913","0"
"uc2.ark+=13960=t3320119f","10012535","BL51.G3;BL51.G3","BL51","BL","51","B","L","B","L","51","65","448.88177","162.9204","0"
"uc2.ark+=13960=t33201756","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3416w401","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3417324x","a10002396","HM251.H7;HM251.H7","HM251","HM","251","H","M","H","M","251","251","464.43025","150.222223333333","0"
"uc2.ark+=13960=t3513xn0b","3029608","LB1025.C8;LB1025.C8","LB1025","LB","1025","L","B","L","B","1025","1050.75","484.02557","44.95025","0"
"uc2.ark+=13960=t3513zp06","17008588","D523.M152;D523.M152","D523","D","523","D","","D","","501","680","482.200714298246","60.5237433245614","0"
"uc2.ark+=13960=t3610x05d","w09000130","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3610zc9p","14006261","BT28.B23;BT28.B23","BT28","BT","28","B","T","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t3610zm8b","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3610zp2b","11027128","HV6023.L6K8;HV6023.L6K8","HV6023","HV","6023","H","V","H","V","6001","7220.5","460.436632916667","149.991809958333","0"
"uc2.ark+=13960=t36110260","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3707z64n","10015104","RB151.B6;RB151.B6","RB151","RB","151","R","B","R","","","","408.937294829613","185.209089207589","0"
"uc2.ark+=13960=t3707z93h","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t37080j7c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t38050f8p","19000450","JQ1611.M5;JQ1611.M5","JQ1611","JQ","1611","J","Q","J","Q","1499","1749","491.05432","129.74129","0"
"uc2.ark+=13960=t38050x22","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3805107s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t38051f5n","e13000273","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t39021j0r","10008431","B823.L7;B823.L7","B823","B","823","B","","B","","823","823","489.1374","31.432837","0"
"uc2.ark+=13960=t39021j17","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3902298w","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t39z9120s","8032707","PZ3.V688C4;PZ3.V688C4","PZ3","PZ","3","P","Z","P","","","","483.56729691312","63.4939973369194","0"
"uc2.ark+=13960=t39z93h2d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t39z93m94","1002638","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3bz6269h","21027472","QH31.M4M4;QH31.M4M4","QH31","QH","31","Q","H","Q","H","1","199.5","257.50799","50.480101","0"
"uc2.ark+=13960=t3bz6393c","23005934","BD431.W26;BD431.W26","BD431","BD","431","B","D","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t3bz68614","10022934","BL53.A5;BL53.A5","BL53","BL","53","B","L","B","L","51","65","448.88177","162.9204","0"
"uc2.ark+=13960=t3bz6bw1x","10029723","BD23.J5;BD23.J5","BD23","BD","23","B","D","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t3cz34f28","12014946","BL51.H6;BL51.H6","BL51","BL","51","B","L","B","L","51","65","448.88177","162.9204","0"
"uc2.ark+=13960=t3cz35g1n","8012972","B21.E6;B21.E6","B21","B","21","B","","B","","21","21","455.91055","175.20895","0"
"uc2.ark+=13960=t3dz05509","22024262","BF456.N7T4 1922a;BF456.N7T4 1922a","BF456","BF","456","B","F","B","F","309","499","452.928644166667","154.113598333333","0"
"uc2.ark+=13960=t3dz05t95","17021968","BF131.B7;BF131.B7","BF131","BF","131","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t3dz0641r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3dz0dc6s","18007121","PE1505.J3;PE1505.J3","PE1505","PE","1505","P","E","P","E","1001","1693","476.251321666667","91.23715","0"
"uc2.ark+=13960=t3dz0dk50","4013109","P105.S7;P105.S7","P105","P","105","P","","P","","101","410","482.733776212867","59.5564393561158","0"
"uc2.ark+=13960=t3fx74332","20003101","E99.I7W8;Microfilm 46048 E","E99","E","99","E","","E","","75","99","461.34186625","142.1834565","0"
"uc2.ark+=13960=t3gx4665c","29002215","QL50.M15;QL50.M15","QL50","QL","50","Q","L","Q","L","1","991","291.373798333333","67.6840796666667","0"
"uc2.ark+=13960=t3gx47649","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3gx4b93d","18012321","D610.C56;D610.C56","D610","D","610","D","","D","","501","680","482.200714298246","60.5237433245614","0"
"uc2.ark+=13960=t3hx17w10","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3hx18192","6015965","LA205.B72;LA205.B72","LA205","LA","205","L","A","L","A","201","398","487.85944","41.263683","0"
"uc2.ark+=13960=t3hx18t9c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3hx1fj8c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3hx1h132","22003552","HM251.M2 1921;HM251.M2 1921","HM251","HM","251","H","M","H","M","251","251","464.43025","150.222223333333","0"
"uc2.ark+=13960=t3jw87w9g","9029873","QB15.F7;QB15.F7","QB15","QB","15","Q","B","Q","","","","331.62677728137","128.752883905278","0"
"uc2.ark+=13960=t3jw88r6n","6006666","D16.B2;D16.B2","D16","D","16","D","","D","","16","16","485.623015","52.9378115","0"
"uc2.ark+=13960=t3jw88r74","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3jw88x00","12009584","BH201.P3;BH201.P3","BH201","BH","201","B","H","B","H","1","301","492.32568","29.519371","0"
"uc2.ark+=13960=t3jw89p5p","17000257","BD111.B65;BD111.B65","BD111","BD","111","B","D","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t3jw8db5f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3jw8hx59","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3kw5b33p","33016403","BL240.A7 1884;BL240.A7 1884","BL240","BL","240","B","L","B","L","240","240","487.85944","41.263683","0"
"uc2.ark+=13960=t3mw29w3r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3mw2hs89","9018778","BF21.A7 no. 12;BF21.A7 no. 12","BF21","BF","21","B","F","B","F","21","21","455.91055","175.20895","0"
"uc2.ark+=13960=t3mw2j67m","w09000257","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3mw2k80j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3mw2r724","19005764","QM471.H6;QM471.H6","QM471","QM","471","Q","M","Q","","","","331.62677728137","128.752883905278","0"
"uc2.ark+=13960=t3nv9b76q","14000278","TH7703.G6;TH7703.G6","TH7703","TH","7703","T","H","T","H","7700","7975","184.98402","185.0398","0"
"uc2.ark+=13960=t3nv9bc6h","1013040","Q125.M35;Q125.M35","Q125","Q","125","Q","","Q","","125","125","487.85944","41.263683","0"
"uc2.ark+=13960=t3nv9bx94","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3pv6cc9j","20005161","Q11.S66 1917;Q11.S66 1917","Q11","Q","11","Q","","Q","","11","11","479.552726666667","103.935322666667","0"
"uc2.ark+=13960=t3pv6db81","1025215","P121.O3;P121.O3","P121","P","121","P","","P","","121","121","480.19168","53.55224","0"
"uc2.ark+=13960=t3pv6f01k","10034668","BF1212.B62;BF1212.B62","BF1212","BF","1212","B","F","B","F","1001","1389","441.85303","180.12437","0"
"uc2.ark+=13960=t3pv6j480","13002039","HQ503.T54 1913;HQ503.T54 1913","HQ503","HQ","503","H","Q","H","Q","503","503","484.66455","46.179105","0"
"uc2.ark+=13960=t3qv3dk5w","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3qv3g76q","18023257","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3qv3mf81","35023145","BP605.O5 1888;BP605.O5 1888","BP605","BP","605","B","P","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t3rv0fg6m","4023459","QP31.C63;QP31.C63","QP31","QP","31","Q","P","Q","P","1","345","355.591053","179.264177","0"
"uc2.ark+=13960=t3rv0fw41","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3rv0g46j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3rv0h53z","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3st7gq2v","6027933","QP475.L458;QP475.L458","QP475","QP","475","Q","P","Q","P","351","495","405.149091","162.0499585","0"
"uc2.ark+=13960=t3st7h66g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3st7m587","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3st7r70x","22005552","LB1049.T5;LB1049.T5","LB1049","LB","1049","L","B","L","B","1025","1050.75","484.02557","44.95025","0"
"uc2.ark+=13960=t3st7vj5m","50023657","DT613.S3;DT613.S3","DT613","DT","613","D","T","D","T","470","671","249.52077","38.80597","0"
"uc2.ark+=13960=t3tt4ss72","16008265","B818.B75;B818.B75","B818","B","818","B","","B","","808","849","457.025465","72.25719975","0"
"uc2.ark+=13960=t3tt4v12m","22007949","DS141.H86;DS141.H86","DS141","DS","141","D","S","D","S","133","151","486.75574","42.897286","0"
"uc2.ark+=13960=t3vt1jp13","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3vt1jv77","a16000688","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3vt1kp4z","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3ws8pv04","14013209","HV713.M3;HV713.M3","HV713","HV","713","H","V","H","V","1","9960","457.844295657895","152.111317092105","0"
"uc2.ark+=13960=t3ws8qf62","6044293","BC121.B2;Microfilm 22946 BC","BC121","BC","121","B","C","B","C","1","199","107.72035","116.4960055","0"
"uc2.ark+=13960=t3ws8vh0q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3xs5km98","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t3zs2pd71","21011706","BD331.H4;BD331.H4","BD331","BD","331","B","D","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t3zs2x35x","12030730","B1653.E7 1858;B1653.E7 1858","B1653","B","1653","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t3zs2x41f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t40r9pz54","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t40r9rd3t","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t41r6qd1m","13001517","JC223.R72;JC223.R72","JC223","JC","223","J","C","J","C","11","605","485.942506666667","88.7794373333333","0"
"uc2.ark+=13960=t41r6r73r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t41r6t62n","5034232","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t41r70n1f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t41r71522","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t41r71p76","15005315","LB1607.P2;LB1607.P2","LB1607","LB","1607","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t42r3s163","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t42r3s848","1004204","HV33.H4;HV33.H4","HV33","HV","33","H","V","H","V","1","9960","457.844295657895","152.111317092105","0"
"uc2.ark+=13960=t42r3sz1s","16000918","Z2695.A1H2;Z2695.A1H2","Z2695","Z","2695","Z","","Z","","2000","2959","453.662405","96.77594975","0"
