"id","id2","full_call","short_call","main","topic","class","subclass","matched_class","matched_subclass","matched_lowtopic","matched_hightopic","match_x","match_y","multimatch"
"uc2.ark+=13960=t6c256q3s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6d21t48t","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6d21vg2t","22007024","K230.T68A3713 1922;LAW <General Law ""Tour"">","K230","K","230","K","","K","","201","487","486.79447","116.633499","0"
"uc2.ark+=13960=t6d221387","15012886","B832.D7;N832.D7","B832","B","832","B","","B","","808","849","457.025465","72.25719975","0"
"uc2.ark+=13960=t6f18vs10","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6g15x53w","7006800","LB1607.D4;LB1607.D4","LB1607","LB","1607","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t6g16683x","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6h12wb9s","6026272","TJ461.T535;TJ461.T535","TJ461","TJ","461","T","J","T","","","","188.503134916667","174.775261020833","0"
"uc2.ark+=13960=t6h12wr38","18027363","Z7914.T3W3;Z7914.T3W3","Z7914","Z","7914","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t6h12z17m","19002636","NA9127.S2A15 1918a;NA9127.S2A15 1918a","NA9127","NA","9127","N","A","N","","","","466.551536142857","96.9113078857143","0"
"uc2.ark+=13960=t6h13671p","a14001675","GN805.M8;GN805.M8","GN805","GN","805","G","N","G","N","700","890","249.52077","38.80597","0"
"uc2.ark+=13960=t6j100r13","6029187","LB1025.J6;LB1025.J6","LB1025","LB","1025","L","B","L","B","1025","1050.75","484.02557","44.95025","0"
"uc2.ark+=13960=t6k073g78","8022595","LA216.H7;LA216.H7","LA216","LA","216","L","A","L","A","201","398","487.85944","41.263683","0"
"uc2.ark+=13960=t6k07725k","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6k07db2s","13000890","BF81.B7;BF81.B7","BF81","BF","81","B","F","B","F","81","81","354.3131","198.55722","0"
"uc2.ark+=13960=t6m041b4c","21006346","LD63251920;LD6325 1920","LD6325","LD","6325","L","D","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t6m044t7b","4005452","BJ1008.S8;BJ1008.S8","BJ1008","BJ","1008","B","J","B","J","1","1725","485.797275","41.054003","0"
"uc2.ark+=13960=t6m04630c","4002192","PM1831.C5;PM1831.C5","PM1831","PM","1831","P","M","P","M","101","2711","482.9235775","61.7535615","0"
"uc2.ark+=13960=t6m046724","z24000006","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6n01202h","e13000531","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6n012r3v","e14001038","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6n013f0s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6nz82q46","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6pz52d69","22027375","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6pz5411s","14002824","LB1131.M3;LB1131.M3","LB1131","LB","1131","L","B","L","B","1101","1139","446.96484","164.14925","0"
"uc2.ark+=13960=t6pz54b0b","21020503","LB17.W5;LB17.W5","LB17","LB","17","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t6pz54f6k","22015682","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6pz57p02","12010691","BF161.N7;BF161.N7","BF161","BF","161","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t6pz5cr13","20013096","HM281.T6 1920;HM281.T6 1920","HM281","HM","281","H","M","H","M","281","281","483.3866","142.02985","0"
"uc2.ark+=13960=t6qz24q9s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6qz25x6f","32036022","LB675.S7 1896;LB675.S7","LB675","LB","675","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t6qz26f15","4015572","PE1408.E7;PE1408.E7","PE1408","PE","1408","P","E","P","E","1001","1693","476.251321666667","91.23715","0"
"uc2.ark+=13960=t6rx9698c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6rx9699v","12019360","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6sx67x05","20008879","BP175.A6Z8;BF175.A6Z8","BP175","BP","175","B","P","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t6tx3666d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6tx36v4z","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6tx3845v","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6tx38c9x","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6tx3c31q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6tx3dq4n","9024268","LB1131.T7 1909;LB1131.T73","LB1131","LB","1131","L","B","L","B","1101","1139","446.96484","164.14925","0"
"uc2.ark+=13960=t6vx0763j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6vx08413","12028376","QA142.H3;QA142.H3","QA142","QA","142","Q","A","Q","A","101","145","463.57828","149.40298","0"
"uc2.ark+=13960=t6vx0k00j","21011276","H31.C7 vol. 98, no. 1;H31.C7 vol. 98, no. 1","H31","H","31","H","","H","","31","31","498.08307","127.283585","0"
"uc2.ark+=13960=t6ww79p19","11021870","Z7164.C5C4;Z7164.C5C4","Z7164","Z","7164","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t6xw49z8f","8034678","AS3 1904a;AS3 1904a","AS3","AS","3","A","S","A","S","2.5","4","135.907227777778","113.341752777778","0"
"uc2.ark+=13960=t6xw4bt3n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6zw1bd00","21020825","DS149.B35;DS149.B35","DS149","DS","149","D","S","D","S","149","149","486.93","38.386612","0"
"uc2.ark+=13960=t6zw1cf4s","1030128","BJ1011.M6;BJ1011.M6","BJ1011","BJ","1011","B","J","B","J","1","1725","485.797275","41.054003","0"
"uc2.ark+=13960=t6zw1g95q","3025326","PR5136.G7 1903;PR5136.G7 1903","PR5136","PR","5136","P","R","P","R","3991","5990","485.834151666667","41.223756","0"
"uc2.ark+=13960=t6zw1hv59","13000086","GN585.M3B7;GN585.M3B7","GN585","GN","585","G","N","G","N","550","674","193.115023333333","58.87728","0"
"uc2.ark+=13960=t6zw1jb12","4011509","LB1115.T17;LB1115.T17","LB1115","LB","1115","L","B","L","B","1101","1139","446.96484","164.14925","0"
"uc2.ark+=13960=t6zw1n34m","17031042","BT921.I4;BT921.I4","BT921","BT","921","B","T","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t70v8bd8r","4013862","PS2696.P6;PS2696.P6","PS2696","PS","2696","P","S","P","S","1","3576","103.04675547619","55.4688920238095","0"
"uc2.ark+=13960=t70v8bq6t","11008844","RC201.P7;RC201.P7","RC201","RC","201","R","C","R","","","","408.937294829613","185.209089207589","0"
"uc2.ark+=13960=t70v8cw12","19017183","HM66.C5;HM66.C5","HM66","HM","66","H","M","H","","","","482.753497147051","127.326241025193","0"
"uc2.ark+=13960=t70v8nt9b","3022962","B1498.O7;B1498.O7","B1498","B","1498","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t71v5dw7j","11015107","HF437.B6R5;HF437.B6R5","HF437","HF","437","H","F","H","F","1","6182","482.358298285714","145.119165238095","0"
"uc2.ark+=13960=t71v5f37n","20002658","KF297.B3 1920;KF297.B3 1920","KF297","KF","297","K","F","K","","","","480.191696","133.4278594","0"
"uc2.ark+=13960=t71v5fd5q","20006653","LB1607.P2 1920;LB1607.P2 1920","LB1607","LB","1607","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t71v5gf3m","18022193","PR502.P3;PR502.P3","PR502","PR","502","P","R","P","R","500","614","485.866642","39.9815448","0"
"uc2.ark+=13960=t71v5k29t","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t71v5kj4p","23005975","PR4717.Y3;PR4717.Y3","PR4717","PR","4717","P","R","P","R","3991","5990","485.834151666667","41.223756","0"
"uc2.ark+=13960=t71v5mg1r","a14001700","BT1210.C3;BT1210.C3","BT1210","BT","1210","B","T","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t72v2fn32","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t72v2gn5f","a12001260","HB161.S84;Microfilm 61642 HB","HB161","HB","161","H","B","H","B","1","3840","498.136144887218","132.330840639098","0"
"uc2.ark+=13960=t72v2mz73","e13001784","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t73t9g05j","1013208","QK645.A94;QK645.A94","QK645","QK","645","Q","K","Q","","","","331.62677728137","128.752883905278","0"
"uc2.ark+=13960=t73t9gq9w","16018125","HD2763.P8 1914;HD2763.P8 1914","HD2763","HD","2763","H","D","H","D","2763","2763","498.72205","139.57214","0"
"uc2.ark+=13960=t73t9h556","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t74t6gs0m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t74t6gz6r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t74t6hv3c","1026959","Z696.F61;Z696.F61","Z696","Z","696","Z","","Z","","696","696","482.7476","13","0"
"uc2.ark+=13960=t74t6hz3q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t75t3hx3f","502","BL240.H8;BL240.H8","BL240","BL","240","B","L","B","L","240","240","487.85944","41.263683","0"
"uc2.ark+=13960=t75t3j390","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t75t3nc0g","1024117","HM51.G45;HM51.G45","HM51","HM","51","H","M","H","","","","482.753497147051","127.326241025193","0"
"uc2.ark+=13960=t75t3xq46","10012885","BF161.L4;BF161.L4","BF161","BF","161","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t76t0tj8t","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t77s7m40q","13024475","BF1581.S4;BF1581.S4","BF1581","BF","1581","B","F","B","F","1404","2055","437.635788","167.098506","0"
"uc2.ark+=13960=t77s7mx3g","19006820","HN64.M245;HN64.M245","HN64","HN","64","H","N","H","N","50","995","477.91891047619","102.418998095238","0"
"uc2.ark+=13960=t77s7z814","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t78s4nd2v","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t78s4rd42","e18001127","Z5814.P8M6;Z5814.P8M6","Z5814","Z","5814","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t79s1n668","34003601","Q164.B8 1868;Q164.B8 1868","Q164","Q","164","Q","","Q","","1","295","310.624573492956","114.39554400974","0"
"uc2.ark+=13960=t79s1nx0s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t79s1p57q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7br8pm6p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7br8qr5d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7br8zh6n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7cr5qv0h","13002023","B804.P2;B804.P2","B804","B","804","B","","B","","804","804","492.32568","29.519371","0"
"uc2.ark+=13960=t7cr5qw2x","13009878","HG6015.B7;HG6015.B7","HG6015","HG","6015","H","G","H","G","4501","6051","500","130.97015","0"
"uc2.ark+=13960=t7cr5rx19","12015525","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7cr5sf5c","18018775","PR826.F6;PR826.F6","PR826","PR","826","P","R","P","R","821","890","484.517685","38.6624395","0"
"uc2.ark+=13960=t7cr5x107","16023541","LB1118.M35;LB1118.M35","LB1118","LB","1118","L","B","L","B","1101","1139","446.96484","164.14925","0"
"uc2.ark+=13960=t7cr60x22","15018578","LB3405.R3;LB3405.R3","LB3405","LB","3405","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t7dr2qp3w","agr20002098","Q143.B75G4;Q143.B75G4","Q143","Q","143","Q","","Q","","1","295","310.624573492956","114.39554400974","0"
"uc2.ark+=13960=t7dr2s29j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7gq6sj08","2002457","TA350.D82;TA350.D82","TA350","TA","350","T","A","T","","","","188.503134916667","174.775261020833","0"
"uc2.ark+=13960=t7gq6st77","17024299","QL785.W18 1917;QL785.W18 1917","QL785","QL","785","Q","L","Q","L","750","795","330.990405","111.922885","0"
"uc2.ark+=13960=t7gq6t682","10027586","LB1575.W4;LB1575.W4","LB1575","LB","1575","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t7gq6t94g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7gq6tc3w","1016375","B1649.R43D3 1893;B1649.R43D3 1893","B1649","B","1649","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t7gq6vw6g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7gq6xp2p","23002060","PN1861.G6;PN1861.G6","PN1861","PN","1861","P","N","P","N","1861","1861","486.00742","40.889866","0"
"uc2.ark+=13960=t7gq7663k","3029551","DC801.T86L2 t. 3;DC801.T86L2 t. 3","DC801","DC","801","D","C","D","C","600","801","486.90097","89.189055","0"
"uc2.ark+=13960=t7hq3v48r","14000033","AC8.W3;AC8.W3","AC8","AC","8","A","C","A","","","","486.260327148325","90.1608912623206","0"
"uc2.ark+=13960=t7hq4112z","7032187","HC115.H8;HC115.H8","HC115","HC","115","H","C","H","C","10","1085","497.994320972222","126.071793861111","0"
"uc2.ark+=13960=t7jq0v909","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7jq14z10","2001219","LC1081.W3;LC1081.W3","LC1081","LC","1081","L","C","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t7jq17t2x","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7kp7wj8b","7034395","RC601.F42;RC601.F42","RC601","RC","601","R","C","R","C","581","951","354.63258","171.522385","0"
"uc2.ark+=13960=t7kp7x340","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7kp7xt0g","9008683","LC6219.M2;LC6219.M2","LC6219","LC","6219","L","C","L","C","5201","6660.4","498.72205","139.57214","0"
"uc2.ark+=13960=t7kp7z25f","5025389","BS511.W64;BS511.W64","BS511","BS","511","B","S","B","S","410","680","165.725385","38.596291","0"
"uc2.ark+=13960=t7kp7z42w","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7kp7z924","3015245","BT741.S9;BT741.S9","BT741","BT","741","B","T","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t7mp4xw6f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7mp5255k","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7mp52m1g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7mp5b37z","10019685","BF321.R4;BF321.R4","BF321","BF","321","B","F","B","F","321","321","426.51758","162.9204","0"
"uc2.ark+=13960=t7np1z11d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7np2009m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7pn91g12","21003587","HV8138.F63;HV8138.F63","HV8138","HV","8138","H","V","H","V","7551","8280.7","461.66135","146.94527","0"
"uc2.ark+=13960=t7pn9242g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7pn98z4p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7qn6237m","4003878","LA91.Q5 1890;LA91.Q5","LA91","LA","91","L","A","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t7qn6293c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7qn62c0t","a21000250","BF173.R54;BF173.R54","BF173","BF","173","B","F","B","F","173","173","441.85303","180.12437","0"
"uc2.ark+=13960=t7qn62c2s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7qn6341k","1025235","BD161.W2;BD161.W2","BD161","BD","161","B","D","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t7rn3198j","8012571","RA418.M45;RA418.M45","RA418","RA","418","R","A","R","A","418","418","453.78063","162.920396666667","0"
"uc2.ark+=13960=t7rn3fd3f","3000842","Z881.C52B;Z881.C52B","Z881","Z","881","Z","","Z","","881","980","486.93","38.386612","0"
"uc2.ark+=13960=t7sn03m92","22026876","Z610.A49;Z610.A49","Z610","Z","610","Z","","Z","","551","656","484.66455","43.721394","0"
"uc2.ark+=13960=t7sn03p51","18000099","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7tm7528v","12013906","PR509.L8R3;PR509.L8R3","PR509","PR","509","P","R","P","R","500","614","485.866642","39.9815448","0"
"uc2.ark+=13960=t7tm75b12","12002495","PR839.G7W6;PR839.G7W6","PR839","PR","839","P","R","P","R","821","890","484.517685","38.6624395","0"
"uc2.ark+=13960=t7tm7d89x","e13000487","LB2325.H47;LB2325.H47","LB2325","LB","2325","L","B","L","B","2300","2430","473.80191","127.8980125","0"
"uc2.ark+=13960=t7tm7ds66","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7vm44h0k","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7vm4549d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7vm4636x","11028303","BF1623.R7H45;BF1623.R7H45","BF1623","BF","1623","B","F","B","F","1404","2055","437.635788","167.098506","0"
"uc2.ark+=13960=t7vm46m74","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7wm1583g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7wm15g73","19014837","QL81.T4 1919a;QL81.T4 1919a","QL81","QL","81","Q","L","Q","L","1","991","291.373798333333","67.6840796666667","0"
"uc2.ark+=13960=t7wm16f91","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7wm16j9c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7wm16p76","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7wm1h02j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7wm1h41v","23006356","B2185.G8 1922;B2185.G8 1922","B2185","B","2185","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t7xk8636q","32025787","QH368.H21 1897;QH368.H21 1897","QH368","QH","368","Q","H","Q","H","359","425","275.07986","80.58707","0"
"uc2.ark+=13960=t7xk87m99","12003631","PE1151.W5;PE1151.W5","PE1151","PE","1151","P","E","P","E","1001","1693","476.251321666667","91.23715","0"
"uc2.ark+=13960=t7xk88b6p","4016616","D16.H66;D16.H66","D16","D","16","D","","D","","16","16","485.623015","52.9378115","0"
"uc2.ark+=13960=t7zk5c76r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t7zk5cq5j","8035006","Z7164.I7U6;Z7164.I7U6","Z7164","Z","7164","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t80k29f62","8025725","BF701.M3;BF701.M3","BF701","BF","701","B","F","B","F","699","711","466.77316","153.08955","0"
"uc2.ark+=13960=t80k2fg27","9019150","GN24.H72;GN24.H72","GN24","GN","24","G","N","G","N","1","890","488.182160823864","92.2584838380682","0"
"uc2.ark+=13960=t80k2g317","12025969","BL51.W6;BL51.W6","BL51","BL","51","B","L","B","L","51","65","448.88177","162.9204","0"
"uc2.ark+=13960=t80k2gj31","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t80k2gx3z","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t81j9b01v","11025974","HV8675.S3;HV8675.S3","HV8675","HV","8675","H","V","H","V","8301","9920.7","461.66135","146.94527","0"
"uc2.ark+=13960=t81j9js43","1078","LB1617.G5B6;Microfilm 77491 LB","LB1617","LB","1617","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t82j6c19r","21020503","LB17.W5;LB17.W5","LB17","LB","17","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t82j6sh0n","sg20000008","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t83j3f60n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t83j3k74p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t84j0d55c","30025425","BL85.M18;BL85.M18","BL85","BL","85","B","L","B","L","74","99","487.22046","119.910446","0"
"uc2.ark+=13960=t84j0dj8r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t85h7ff9x","18011704","PG3443.G3;PG3443.G3","PG3443","PG","3443","P","G","P","G","3320","3447","484.02557","38.80597","0"
"uc2.ark+=13960=t86h4g987","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t86h4gq0r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t86h4rw5q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t87h1h098","17000257","BD111.B65;BD111.B65","BD111","BD","111","B","D","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t87h1h37n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t87h1h98t","19007229","BF121.W3;BF121.W3","BF121","BF","121","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t87h1hn9s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t87h1vs0c","1873","LD1037.71899;LD1037.7 1899","LD1037","LD","1037","L","D","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t88g8j55m","16014114","BF412.C6;BF412.C6","BF412","BF","412","B","F","B","F","309","499","452.928644166667","154.113598333333","0"
"uc2.ark+=13960=t88g8jk8f","a14001210","HV8665.H4;HV8665.H4","HV8665","HV","8665","H","V","H","V","8301","9920.7","461.66135","146.94527","0"
"uc2.ark+=13960=t88g8wp3h","18004145","BM600.K65;BM600.K65","BM600","BM","600","B","M","B","M","1","990","486.93","38.386612","0"
"uc2.ark+=13960=t89g5nv12","8031368","HM55.L6;HM55.L6","HM55","HM","55","H","M","H","","","","482.753497147051","127.326241025193","0"
"uc2.ark+=13960=t89g5px78","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8bg2km8n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8bg2mj28","18022758","HV9146.H3;HV9146.H3","HV9146","HV","9146","H","V","H","V","8301","9920.7","461.66135","146.94527","0"
"uc2.ark+=13960=t8bg2n32v","13011693","LC191.K4;LC191.K4","LC191","LC","191","L","C","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t8cf9kh21","8001468","QR56.T85;QR56.T85","QR56","QR","56","Q","R","Q","","","","331.62677728137","128.752883905278","0"
"uc2.ark+=13960=t8cf9ns9t","6046888","HV6035.M2;HV6035.M2","HV6035","HV","6035","H","V","H","V","6001","7220.5","460.436632916667","149.991809958333","0"
"uc2.ark+=13960=t8cf9th6v","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8cf9wh56","1016361","HD6657.U5 1885;HD6657.U5 1885","HD6657","HD","6657","H","D","H","D","6350","6940.7","487.22046","121.139305","0"
"uc2.ark+=13960=t8df6nn8q","17020004","H31.C7 vol. 76, no. 1;H31.C7 vol. 76, no. 1","H31","H","31","H","","H","","31","31","498.08307","127.283585","0"
"uc2.ark+=13960=t8df6p39f","16014607","Z5055.U5Y23;Z5055.U5Y23","Z5055","Z","5055","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t8ff3xp94","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8gf0pq5x","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8gf0tf50","E15000471","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8gf0wf7s","9029098","AS3 1904u;AS3 1904u","AS3","AS","3","A","S","A","S","2.5","4","135.907227777778","113.341752777778","0"
"uc2.ark+=13960=t8hd7sg5n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8jd4r669","8016427","QC73.L44;QC73.L44","QC73","QC","73","Q","C","Q","C","1","75","179.871645","203.136826666667","0"
"uc2.ark+=13960=t8jd4rc4k","17025304","QH308.C3 1917;QH308.C3 1917","QH308","QH","308","Q","H","Q","H","301","705.5","345.921194666667","148.747596","0"
"uc2.ark+=13960=t8jd4sj3r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8jd4tn02","15026190","Z7164.M2U5;Z7164.M2U5","Z7164","Z","7164","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t8kd1s34k","20017155","BF21.A7 no. 43","BF21","BF","21","B","F","B","F","21","21","455.91055","175.20895","0"
"uc2.ark+=13960=t8kd1ss70","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8kd1sv10","18023392","BF173.K4;BF173.K4","BF173","BF","173","B","F","B","F","173","173","441.85303","180.12437","0"
"uc2.ark+=13960=t8kd1tm0s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8mc9413b","sg22000039","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8nc5w64z","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8nc5ws14","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8pc2x66h","17025251","BF475.P4 1917;BF475.P4 1917","BF475","BF","475","B","F","B","F","309","499","452.928644166667","154.113598333333","0"
"uc2.ark+=13960=t8pc2xb69","22003320","BF131.M6;BF131.M6","BF131","BF","131","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t8qb9z87x","18017616","BF131.A45;BF131.A45","BF131","BF","131","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t8rb6xf8d","15023583","QB835.F85;QB835.F85","QB835","QB","835","Q","B","Q","","","","331.62677728137","128.752883905278","0"
"uc2.ark+=13960=t8rb6xx19","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8rb6z41d","38015098","AC5.E6;AC5.E6","AC5","AC","5","A","C","A","","","","486.260327148325","90.1608912623206","0"
"uc2.ark+=13960=t8rb70f17","21002523","LB1607.F6;LB1607.F6","LB1607","LB","1607","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t8rb7329d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8rb7540s","16014467","B2430.B43M45;B2430.B43M45","B2430","B","2430","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t8sb4095j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8tb10f9f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8tb10s2j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8tb11c8g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8tb16322","19011133","HF3029.S3;HF3029.S3","HF3029","HF","3029","H","F","H","F","1","6182","482.358298285714","145.119165238095","0"
"uc2.ark+=13960=t8tb1966k","4000194","LB7.T42;LB7.T42","LB7","LB","7","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t8v981d4m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8v98b762","a23000483","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8w952t2m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8w952z9s","19002200","BL475.W3;BL475.W3","BL475","BL","475","B","L","B","L","1","2790","486.3146925","61.27794125","0"
"uc2.ark+=13960=t8w953352","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8w954h4c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8x92442n","a25000166","","","","","","","","","","","-","-","0"
